from_year	to_year	old_name	new_name	defining_snps
2015	2016	O2a3	O2a3~	M300
2015	2016	O2a4	O2a4~	M333
2015	2016	Qor K2b2a1	Qor
K2b2a1	M242
2015	2016	Ror K2b2a2	Ror
K2b2a2	M207, Page37, UTY2, etc.
2015	2016	R1b1a1	R1b1a1a1	M478, M73
2015	2016	R1b1a2a1a1	R1b1a1a2a1a1	M405, S21, U106
2015	2016	R1b1a2a1a1a3	R1b1a1a2a1a1a3	A1243
2015	2016	R1b1a2a1a1b1	R1b1a1a2a1a1b1	Z14
2015	2016	R1b1a2a1a1b1a	R1b1a1a2a1a1b1a	S375, Z372
2015	2016	R1b1a2a1a1b1a1	R1b1a1a2a1a1b1a1	L257, S186
2015	2016	R1b1a2a1a1b1a1a	R1b1a1a2a1a1b1a1a	L729.2, S5741, Z375, Z378
2015	2016	R1b1a2a1a1b1b	R1b1a1a2a1a1b1b	DF95, S21484
2015	2016	R1b1a2a1a1c	R1b1a1a2a1a1c	S263, Z381
2015	2016	R1b1a2a1a1c1	R1b1a1a2a1a1c1	S264, Z156
2015	2016	R1b1a2a1a1c1a	R1b1a1a2a1a1c1a	S265, S376, S497, S498, Z306
2015	2016	R1b1a2a1a1c1a1	R1b1a1a2a1a1c1a1	DF98
2015	2016	R1b1a2a1a1c1a2	R1b1a1a2a1a1c1a2	DF96, S1809
2015	2016	R1b1a2a1a1c1a2b	R1b1a1a2a1a1c1a2b	FGC13326
2015	2016	R1b1a2a1a1c1a2b1	R1b1a1a2a1a1c1a2b1	S25234
2015	2016	R1b1a2a1a1c1a2b1a	R1b1a1a2a1a1c1a2b1a	FGC13324
2015	2016	R1b1a2a1a1c1a2b1a1	R1b1a1a2a1a1c1a2b1a1	S11477
2015	2016	R1b1a2a1a1c1a2b1a1a	R1b1a1a2a1a1c1a2b1a1a	P89.2
2015	2016	R1b1a2a1a1c1a2b2	R1b1a1a2a1a1c1a2b2	S22047
2015	2016	R1b1a2a1a1c1a2b2a	R1b1a1a2a1a1c1a2b2a	FGC13602
2015	2016	R1b1a2a1a1c1a2b2a1	R1b1a1a2a1a1c1a2b2a1	FGC13595
2015	2016	R1b1a2a1a1c1a2b2a1a	R1b1a1a2a1a1c1a2b2a1a	FGC13609
2015	2016	R1b1a2a1a1c1b	R1b1a1a2a1a1c1b	S5520
2015	2016	R1b1a2a1a1c1b1	R1b1a1a2a1a1c1b1	S5556
2015	2016	R1b1a2a1a1c1b2	R1b1a1a2a1a1c1b2	FGC11660
2015	2016	R1b1a2a1a1c2	R1b1a1a2a1a1c2	S499, Z301
2015	2016	R1b1a2a1a1c2a1	R1b1a1a2a1a1c2a1	M467, S29, U198
2015	2016	R1b1a2a1a1c2b	R1b1a1a2a1a1c2b	L48, S162
2015	2016	R1b1a2a1a1c2b1a1	R1b1a1a2a1a1c2b1a1	L163, S352
2015	2016	R1b1a2a1a1c2b1a1a	R1b1a1a2a1a1c2b1a1a	L46, L525, S172
2015	2016	R1b1a2a1a1c2b1a1a1a	R1b1a1a2a1a1c2b1a1a1a	L477, L493
2015	2016	R1b1a2a1a1c2b2	R1b1a1a2a1a1c2b2	S268, S379, S504, Z28, Z348, Z9
2015	2016	R1b1a2a1a1c2b2a1a	R1b1a1a2a1a1c2b2a1b1	S272, S509, YSC0000049, Z7
2015	2016	R1b1a2a1a1c2b2a1a1a	R1b1a1a2a1a1c2b2a1b1a1	S274, Z11
2015	2016	R1b1a2a1a1c2b2a1a1a1	R1b1a1a2a1a1c2b2a1b1a1a	S385, Z12
2015	2016	R1b1a2a1a1c2b2a1a1a1a	R1b1a1a2a1a1c2b2a1b1a1a2b1a	L148, S173
2015	2016	R1b1a2a1a1c2b2a1a1b	R1b1a1a2a1a1c2b2a1b1a4	S275, YSC0000043, Z1
2015	2016	R1b1a2a1a1c2b2a1a1b1	R1b1a1a2a1a1c2b2a1b1a4a	S514, Z344
2015	2016	R1b1a2a1a1c2b2a1a1b1a	R1b1a1a2a1a1c2b2a1b1a4a1	S276, Z6
2015	2016	R1b1a2a1a1c2b2a1a1b1a1	R1b1a1a2a1a1c2b2a1b1a4a1a	S18951
2015	2016	R1b1a2a1a1c2b2a1a1b2	R1b1a1a2a1a1c2b2a1b1a4b	S512, Z346
2015	2016	R1b1a2a1a1c2b2a1a1b2a	R1b1a1a2a1a1c2b2a1b1a4b1	S387, Z343
2015	2016	R1b1a2a1a1c2b2a1a1b2a1a	R1b1a1a2a1a1c2b2a1b1a4b1a1a	CTS7080, S3334
2015	2016	R1b1a2a1a1c2b2a1a1b2b	R1b1a1a2a1a1c2b2a1b1a4b2	DF101, S5628
2015	2016	R1b1a2a1a1c2b2a1a1b2b1	R1b1a1a2a1a1c2b2a1b1a4b2a	DF102, S5239
2015	2016	R1b1a2a1a1c2b2a1a1b2b1a	R1b1a1a2a1a1c2b2a1b1a4b2a2b	FGC12993
2015	2016	R1b1a2a1a1c2b2a1a2a2	R1b1a1a2a1a1c2b2a1b1b1a2	A294
2015	2016	R1b1a2a1a1c2b2b	R1b1a1a2a1a1c2b2b	S1743, Z331, Z334, Z347
2015	2016	R1b1a2a1a1c2b2b1	R1b1a1a2a1a1c2b2b1	S505, Z330
2015	2016	R1b1a2a1a1c2b2b1a	R1b1a1a2a1a1c2b2b1a	S380, Z326, Z337
2015	2016	R1b1a2a1a1c2b2b1a1	R1b1a1a2a1a1c2b2b1a1	FGC10367
2015	2016	R1b1a2a1a1c2b2b1a1a	R1b1a1a2a1a1c2b2b1a1a	S1741, Z319, Z325
2015	2016	R1b1a2a1a1c2b2b1a1a1	R1b1a1a2a1a1c2b2b1a1a1	CTS2509, S1734
2015	2016	R1b1a2a1a1c2b2b1a1a1a	R1b1a1a2a1a1c2b2b1a1a1a	BY556
2015	2016	R1b1a2a1a1c2b2b1a1a1b1	R1b1a1a2a1a1c2b2b1a1a1b1	BY557
2015	2016	R1b1a2a1a1c2b2b1a1a1b2	R1b1a1a2a1a1c2b2b1a1a1b2	S381, Z81
2015	2016	R1b1a2a1a1c2b2b1a1a1b2a	R1b1a1a2a1a1c2b2b1a1a1b2a	L1251
2015	2016	R1b1a2a1a1c2b2b1a1a1b2b	R1b1a1a2a1a1c2b2b1a1a1b2b	S508, Z84
2015	2016	R1b1a2a1a1c2b2b1a1a1c	R1b1a1a2a1a1c2b2b1a1a1c	FGC13492
2015	2016	R1b1a2a1a1c2b2b1a1a1d2	R1b1a1a2a1a1c2b2b1a1a1d2	A2269
2015	2016	R1b1a2a1a1c2b2b1a1a1e	R1b1a1a2a1a1c2b2b1a1a1e	FGC564
2015	2016	R1b1a2a1a1c2b2b1a1a1e1	R1b1a1a2a1a1c2b2b1a1a1e1	S10817
2015	2016	R1b1a2a1a1c2b2b1a1a1e3	R1b1a1a2a1a1c2b2b1a1a1e3	Z5054
2015	2016	R1b1a2a1a1c2b2b1a1a1e3a	R1b1a1a2a1a1c2b2b1a1a1e3a	FGC539
2015	2016	R1b1a2a1a1c2b2b1a1a1e3a1	R1b1a1a2a1a1c2b2b1a1a1e3a1	L188
2015	2016	R1b1a2a1a1c2b2b1a2	R1b1a1a2a1a1c2b2b1a2	S21728
2015	2016	R1b1a2a1a1c2b3	R1b1a1a2a1a1c2b3a	L200
2015	2016	R1b1a2a1a1c2c	R1b1a1a2a1a1c2c	FGC20667
2015	2016	R1b1a2a1a1c2d	R1b1a1a2a1a1c2d	FGC8512
2015	2016	R1b1a2a1a1c2d1	R1b1a1a2a1a1c2d1	Z155
2015	2016	R1b1a2a1a1c2d1a	R1b1a1a2a1a1c2d1a	FGC8507
2015	2016	R1b1a2a1a1d1	R1b1a1a2a1a1d1	L199.1, L443.1, L675.1, PF5371.1
2015	2016	R1b1a2a1a1f	R1b1a1a2a1a1f	A2147, A2148, A2149, A2150, A2151, A2152, A2153, PH4098
2015	2016	R1b1a2a1a1h	R1b1a1a2a1a1h	S11493, S15284, S18208, S19589, S23465, S25416, S26140
2015	2016	R1b1a2a1a2	R1b1a1a2a1a2	P312, PF6547, S116
2015	2016	R1b1a2a1a2a	R1b1a1a2a1a2a	DF27, S250
2015	2016	R1b1a2a1a2a1	R1b1a1a2a1a2a1	S227, S355, Z195
2015	2016	R1b1a2a1a2a1a	R1b1a1a2a1a2a1a	Z272, Z274
2015	2016	R1b1a2a1a2a1a1	R1b1a1a2a1a2a1a1	S230, S356, Z209
2015	2016	R1b1a2a1a2a1a1a	R1b1a1a2a1a2a1a1a	S1217, Z295
2015	2016	R1b1a2a1a2a1a1a1	R1b1a1a2a1a2a1a1a1	S181, Z216, Z278
2015	2016	R1b1a2a1a2a1a1a1a	R1b1a1a2a1a2a1a1a1a	S348, Z214
2015	2016	R1b1a2a1a2a1a1a1a1	R1b1a1a2a1a2a1a1a1a1	M153
2015	2016	R1b1a2a1a2a1a1a2	R1b1a1a2a1a2a1a1a2	CTS4065, S1221, Z2355
2015	2016	R1b1a2a1a2a1a1a2a	R1b1a1a2a1a2a1a1a2a	FGC15710
2015	2016	R1b1a2a1a2a1a2	R1b1a1a2a1a2a1a2	DF17, S455
2015	2016	R1b1a2a1a2a1b	R1b1a1a2a1a2a1b	L176.2, S228, Z198
2015	2016	R1b1a2a1a2a1b1	R1b1a1a2a1a2a1b1	S460, Z292
2015	2016	R1b1a2a1a2a1b1a	R1b1a1a2a1a2a1b1a	Z262
2015	2016	R1b1a2a1a2a1b1a1	R1b1a1a2a1a2a1b1a1	M167, SRY2627
2015	2016	R1b1a2a1a2a1b2	R1b1a1a2a1a2a1b2	L165, S68
2015	2016	R1b1a2a1a2a1b3	R1b1a1a2a1a2a1b3	CTS4188
2015	2016	R1b1a2a1a2a2	R1b1a1a2a1a2a2	Z2552
2015	2016	R1b1a2a1a2a2a	R1b1a1a2a1a2a2a	L617
2015	2016	R1b1a2a1a2a3	R1b1a1a2a1a2a3	L881
2015	2016	R1b1a2a1a2a4	R1b1a1a2a1a2a4	A431, A432
2015	2016	R1b1a2a1a2a5	R1b1a1a2a1a2a5	F1343, S225, Z225
2015	2016	R1b1a2a1a2a6	R1b1a1a2a1a2a6	Z2571
2015	2016	R1b1a2a1a2b	R1b1a1a2a1a2b	PF6570, S28, U152
2015	2016	R1b1a2a1a2b1	R1b1a1a2a1a2b1	L2, S139
2015	2016	R1b1a2a1a2b1a	R1b1a1a2a1a2b1a	S255, Z367
2015	2016	R1b1a2a1a2b1a1	R1b1a1a2a1a2b1a1	L20, S144
2015	2016	R1b1a2a1a2b1a2	R1b1a1a2a1a2b1a2	S368, Z34
2015	2016	R1b1a2a1a2b1a2a	R1b1a1a2a1a2b1a2a	S487, Z35
2015	2016	R1b1a2a1a2b1a2a1	R1b1a1a2a1a2b1a2a1	Z275
2015	2016	R1b1a2a1a2b1b	R1b1a1a2a1a2b1b	L196
2015	2016	R1b1a2a1a2b1c	R1b1a1a2a1a2b1c	Z49
2015	2016	R1b1a2a1a2b1c1	R1b1a1a2a1a2b1c1	S211, Z142
2015	2016	R1b1a2a1a2b1c1a	R1b1a1a2a1a2b1c1a	S369, Z51, Z55
2015	2016	R1b1a2a1a2b1c1a1	R1b1a1a2a1a2b1c1a1	L562, S213, Z50
2015	2016	R1b1a2a1a2b1c1a1a	R1b1a1a2a1a2b1c1a1a	S1468, Z57
2015	2016	R1b1a2a1a2b1c1a1a1a1	R1b1a1a2a1a2b1c1a1a1a1	CTS11232
2015	2016	R1b1a2a1a2b1c1a1a1a2	R1b1a1a2a1a2b1c1a1a1a2	CTS278
2015	2016	R1b1a2a1a2b1c1a1a1a2a	R1b1a1a2a1a2b1c1a1a1a2a	CTS4521
2015	2016	R1b1a2a1a2b1c1a1a1a2a1	R1b1a1a2a1a2b1c1a1a1a2a1	F3799.2
2015	2016	R1b1a2a1a2b1c1a1a2	R1b1a1a2a1a2b1c1a1a2	S1491
2015	2016	R1b1a2a1a2b1c1a1a2a	R1b1a1a2a1a2b1c1a1a2a	S1480, S1497
2015	2016	R1b1a2a1a2b1c1a1a2a1	R1b1a1a2a1a2b1c1a1a2a1	Z29987
2015	2016	R1b1a2a1a2b1c1a1a2a1a	R1b1a1a2a1a2b1c1a1a2a1a	Z29988
2015	2016	R1b1a2a1a2b1c1a1a2a1a1	R1b1a1a2a1a2b1c1a1a2a1a1	Z29989, Z29990
2015	2016	R1b1a2a1a2b1c1a1b	R1b1a1a2a1a2b1c1a1b	F1947.2
2015	2016	R1b1a2a1a2b1c1a1c	R1b1a1a2a1a2b1c1a1c	PF27
2015	2016	R1b1a2a1a2b1c1a2	R1b1a1a2a1a2b1c1a2	F1036.2
2015	2016	R1b1a2a1a2b1c1b1	R1b1a1a2a1a2b1c1b1	CTS9490
2015	2016	R1b1a2a1a2b1c1b1a	R1b1a1a2a1a2b1c1b1a	CTS7970, S7404
2015	2016	R1b1a2a1a2b1c1b1a1	R1b1a1a2a1a2b1c1b1a1	S7409
2015	2016	R1b1a2a1a2b1c1b1a1a	R1b1a1a2a1a2b1c1b1a1a	FGC5007
2015	2016	R1b1a2a1a2b1c1b1a2	R1b1a1a2a1a2b1c1b1a2	CTS8125
2015	2016	R1b1a2a1a2b1c1b1a2a	R1b1a1a2a1a2b1c1b1a2a	CTS11381
2015	2016	R1b1a2a1a2b1c1b2	R1b1a1a2a1a2b1c1b2	L654.1
2015	2016	R1b1a2a1a2b1c1b2a	R1b1a1a2a1a2b1c1b2a	S42
2015	2016	R1b1a2a1a2b1c1b2a1	R1b1a1a2a1a2b1c1b2a1	CTS7197
2015	2016	R1b1a2a1a2b1c1b3a	R1b1a1a2a1a2b1c1b3a	FGC12383, Y3141
2015	2016	R1b1a2a1a2b1c1b4	R1b1a1a2a1a2b1c1b4	L553
2015	2016	R1b1a2a1a2b1c1b5	R1b1a1a2a1a2b1c1b5	L552
2015	2016	R1b1a2a1a2b1c1b6	R1b1a1a2a1a2b1c1b6	CTS1789
2015	2016	R1b1a2a1a2b1c1c	R1b1a1a2a1a2b1c1c	FGC22940, FGC22942, FGC22948, FGC22963, FGC22968, S23458
2015	2016	R1b1a2a1a2b1c1c1	R1b1a1a2a1a2b1c1c1	FGC22952, FGC22956, Z28496
2015	2016	R1b1a2a1a2b1c2	R1b1a1a2a1a2b1c2	FGC20812, S8183
2015	2016	R1b1a2a1a2b1c2a	R1b1a1a2a1a2b1c2a	S22778
2015	2016	R1b1a2a1a2b1c2a2	R1b1a1a2a1a2b1c2a1	S20782
2015	2016	R1b1a2a1a2b1c2b	R1b1a1a2a1a2b1c2b	FGC31474, Y4356
2015	2016	R1b1a2a1a2b1c2b1	R1b1a1a2a1a2b1c2b1	FGC20796, Y4353
2015	2016	R1b1a2a1a2b1c2b1a1	R1b1a1a2a1a2b1c2b1a1	FGC20777, FGC31485, Y4355
2015	2016	R1b1a2a1a2b1c2b1a1a	R1b1a1a2a1a2b1c2b1a1a	FGC20775, Y14088
2015	2016	R1b1a2a1a2b1c2b1a2	R1b1a1a2a1a2b1c2b1a2	S8172
2015	2016	R1b1a2a1a2b1c2b2	R1b1a1a2a1a2b1c2b2	Y11179
2015	2016	R1b1a2a1a2b1c2b2a	R1b1a1a2a1a2b1c2b2a	Y12696
2015	2016	R1b1a2a1a2b1c2b2a1	R1b1a1a2a1a2b1c2b2a1	Y13610
2015	2016	R1b1a2a1a2b1d	R1b1a1a2a1a2b1d	FGC22501
2015	2016	R1b1a2a1a2b1d1	R1b1a1a2a1a2b1d1	FGC22538
2015	2016	R1b1a2a1a2b2	R1b1a1a2a1a2b2	S206, Z36
2015	2016	R1b1a2a1a2b3	R1b1a1a2a1a2b3	PF6601, Z56
2015	2016	R1b1a2a1a2b3a	R1b1a1a2a1a2b3a	L4, S178
2015	2016	R1b1a2a1a2b3b	R1b1a1a2a1a2b3b	S47
2015	2016	R1b1a2a1a2b3c	R1b1a1a2a1a2b3c	PF6578, PF6584, S371, S483, Z144, Z145, Z146
2015	2016	R1b1a2a1a2c	R1b1a1a2a1a2c	L21, L459, M529, S145, S461
2015	2016	R1b1a2a1a2c1	R1b1a1a2a1a2c1	CTS241, CTS8221, DF13, S521, Z2542
2015	2016	R1b1a2a1a2c1a	R1b1a1a2a1a2c1a1	DF49, S474
2015	2016	R1b1a2a1a2c1a1	R1b1a1a2a1a2c1a1a	S6154, Z2980
2015	2016	R1b1a2a1a2c1a1a	R1b1a1a2a1a2c1a1a1	S476, Z2976
2015	2016	R1b1a2a1a2c1a1a1	R1b1a1a2a1a2c1a1a1a	DF23, S193
2015	2016	R1b1a2a1a2c1a1a1a	R1b1a1a2a1a2c1a1a1a1	Z2961
2015	2016	R1b1a2a1a2c1a1a1a1	R1b1a1a2a1a2c1a1a1a1a	M222, Page84, USP9Y+3636
2015	2016	R1b1a2a1a2c1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a	DF104, S661
2015	2016	R1b1a2a1a2c1a1a1a1a1a1	R1b1a1a2a1a2c1a1a1a1a1a1a	DF85, S675
2015	2016	R1b1a2a1a2c1a1a1a1a1a1a	R1b1a1a2a1a2c1a1a1a1a1a1a1a1	DF97
2015	2016	R1b1a2a1a2c1a1a1a1a1a2	R1b1a1a2a1a2c1a1a1a1a1a1b	FGC4108, S588
2015	2016	R1b1a2a1a2c1a1a1a1a1a2a	R1b1a1a2a1a2c1a1a1a1a1a1b1	S7814
2015	2016	R1b1a2a1a2c1a1a1a1a1a2b	R1b1a1a2a1a2c1a1a1a1a1a1b2	FGC7928, S603
2015	2016	R1b1a2a1a2c1a1a1a1a1a2b1	R1b1a1a2a1a2c1a1a1a1a1a1b2a	FGC23592, Y12191
2015	2016	R1b1a2a1a2c1a1a1a1a1a2b2	R1b1a1a2a1a2c1a1a1a1a1a1b2b	FGC4113, Y9391
2015	2016	R1b1a2a1a2c1a1a1a1a1a3	R1b1a1a2a1a2c1a1a1a1a1a1c	A259
2015	2016	R1b1a2a1a2c1a1a1a1a1a3a	R1b1a1a2a1a2c1a1a1a1a1a1c1	A260
2015	2016	R1b1a2a1a2c1a1a1a1a1a4	R1b1a1a2a1a2c1a1a1a1a1a1d	A223, Y3645
2015	2016	R1b1a2a1a2c1a1a1a1a1a4a	R1b1a1a2a1a2c1a1a1a1a1a1d1	A224, Y3644
2015	2016	R1b1a2a1a2c1a1a1a1b	R1b1a1a2a1a2c1a1a1a1a2	FGC4077, Y3455
2015	2016	R1b1a2a1a2c1a1a1a1b1	R1b1a1a2a1a2c1a1a1a1a2a	A725
2015	2016	R1b1a2a1a2c1a1a1a1b2	R1b1a1a2a1a2c1a1a1a1a2b	FGC12948
2015	2016	R1b1a2a1a2c1a1a1a1c	R1b1a1a2a1a2c1a1a1a1a3	FGC451, S568
2015	2016	R1b1a2a1a2c1a1a1a1c1	R1b1a1a2a1a2c1a1a1a1a3a	FGC453, S566
2015	2016	R1b1a2a1a2c1a2	R1b1a1a2a1a2c1a1b	ZP20^^
2015	2016	R1b1a2a1a2c1a2a	R1b1a1a2a1a2c1a1b1	ZP21^^
2015	2016	R1b1a2a1a2c1a2a1	R1b1a1a2a1a2c1a1b1a	ZP23
2015	2016	R1b1a2a1a2c1b1a	R1b1a1a2a1a2c1b1a	Z16340
2015	2016	R1b1a2a1a2c1b1a1a1	R1b1a1a2a1a2c1b1a1a1	FGC9804
2015	2016	R1b1a2a1a2c1b1a1a1a	R1b1a1a2a1a2c1b1a1a1a	FGC9775, FGC9778, FGC9800, FGC9809, Z16334
2015	2016	R1b1a2a1a2c1b1a1a1a1	R1b1a1a2a1a2c1b1a1a1a1	P66_1, P66_2, P66_3
2015	2016	R1b1a2a1a2c1b1a1a1a2a	R1b1a1a2a1a2c1b1a1a1a2a	BY2598, BY2599
2015	2016	R1b1a2a1a2c1b1a1a1b	R1b1a1a2a1a2c1b1a1a1b	FGC32571, FGC32573
2015	2016	R1b1a2a1a2c1b1a1a2	R1b1a1a2a1a2c1b1a1a2	Z20655, Z20656, Z20657
2015	2016	R1b1a2a1a2c1b1a1a3	R1b1a1a2a1a2c1b1a1a3	ZS347, ZS348
2015	2016	R1b1a2a1a2c1b1b	R1b1a1a2a1a2c1b1b	A7, FGC13499
2015	2016	R1b1a2a1a2c1b1b1	R1b1a1a2a1a2c1b1b1	S5979, Z17623
2015	2016	R1b1a2a1a2c1b1b1a1	R1b1a1a2a1a2c1b1b1a1	A3
2015	2016	R1b1a2a1a2c1b1b1a1a	R1b1a1a2a1a2c1b1b1a1a	A8, A9
2015	2016	R1b1a2a1a2c1b1b1a2a	R1b1a1a2a1a2c1b1b1a2a	A1069, Z17813, Z17814, Z17815
2015	2016	R1b1a2a1a2c1b1b1a2a1	R1b1a1a2a1a2c1b1b1a2a1	A1067
2015	2016	R1b1a2a1a2c1b1b1a2a2	R1b1a1a2a1a2c1b1b1a2a2	A1075
2015	2016	R1b1a2a1a2c1b1b1a3	R1b1a1a2a1a2c1b1b1a3	Z17817
2015	2016	R1b1a2a1a2c1b1b1a3a	R1b1a1a2a1a2c1b1b1a3a	BY615
2015	2016	R1b1a2a1a2c1b1b1a3a1	R1b1a1a2a1a2c1b1b1a3a1	BY451
2015	2016	R1b1a2a1a2c1b1b1a4	R1b1a1a2a1a2c1b1b1a4	BY2570
2015	2016	R1b1a2a1a2c1b1b1a4a	R1b1a1a2a1a2c1b1b1a4a	BY651
2015	2016	R1b1a2a1a2c1b1b1a4a1	R1b1a1a2a1a2c1b1b1a4a1	BY2634, BY2635, BY2636, BY2637, BY2638
2015	2016	R1b1a2a1a2c1b1b1a5	R1b1a1a2a1a2c1b1b1a5	ZS4584, ZS4585, ZS4586
2015	2016	R1b1a2a1a2c1b1b2	R1b1a1a2a1a2c1b1b2	Z17819, Z17820, Z17821, Z17822, Z17823, Z17824, Z17825
2015	2016	R1b1a2a1a2c1b1b2a	R1b1a1a2a1a2c1b1b2a	FGC13508
2015	2016	R1b1a2a1a2c1b1b2a1	R1b1a1a2a1a2c1b1b2a1	BY473, BY474, Z18489, Z18491, Z18493
2015	2016	R1b1a2a1a2c1b1b2a1a	R1b1a1a2a1a2c1b1b2a1a	Z18490, Z18492
2015	2016	R1b1a2a1a2c1b1b2a1a1	R1b1a1a2a1a2c1b1b2a1a1	BY2630, BY2631
2015	2016	R1b1a2a1a2c1b1b4a	R1b1a1a2a1a2c1b1b4a	Z21262
2015	2016	R1b1a2a1a2c1b1b4a1	R1b1a1a2a1a2c1b1b4a1	Z21269
2015	2016	R1b1a2a1a2c1b1b4a1a	R1b1a1a2a1a2c1b1b4a1a	BY449, L577
2015	2016	R1b1a2a1a2c1b1c1	R1b1a1a2a1a2c1b1c1	Z16854, Z16855, Z16858, Z16859, Z16860
2015	2016	R1b1a2a1a2c1b1c2	R1b1a1a2a1a2c1b1c2	Z17911, Z17912
2015	2016	R1b1a2a1a2c1b2	R1b1a1a2a1a2c1b2	S6365
2015	2016	R1b1a2a1a2c1b2a	R1b1a1a2a1a2c1b2a	CTS11744, CTS11954, CTS3573, CTS6621, CTS6942, CTS8890, L705.2, L706.2, Z16400, Z16402, Z16404, Z16405, Z16408, Z16411, Z16413, Z16414, Z16415
2015	2016	R1b1a2a1a2c1b2a1	R1b1a1a2a1a2c1b2a1	Z16403, Z16412
2015	2016	R1b1a2a1a2c1b2a1a	R1b1a1a2a1a2c1b2a1a	Z16407, Z16409, Z16410, Z16416
2015	2016	R1b1a2a1a2c1b2a1a1	R1b1a1a2a1a2c1b2a1a1	Z17909
2015	2016	R1b1a2a1a2c1b2a1a1a	R1b1a1a2a1a2c1b2a1a1a	BY2745
2015	2016	R1b1a2a1a2c1b2a1a1b	R1b1a1a2a1a2c1b2a1a1b	ZW01, ZW04, ZW09
2015	2016	R1b1a2a1a2c1b2a1a1b1	R1b1a1a2a1a2c1b2a1a1b1	ZW02
2015	2016	R1b1a2a1a2c1b2a1a2	R1b1a1a2a1a2c1b2a1a2	BY553, BY554, BY555
2015	2016	R1b1a2a1a2c1b2b	R1b1a1a2a1a2c1b2b	BY16, Y3553, Z16361
2015	2016	R1b1a2a1a2c1b2b1a	R1b1a1a2a1a2c1b2b1a	Z17626, Z17628, Z17629
2015	2016	R1b1a2a1a2c1b2b1a1	R1b1a1a2a1a2c1b2b1a1	Z17624, Z17627
2015	2016	R1b1a2a1a2c1b2b2	R1b1a1a2a1a2c1b2b2	Z16372, Z16373, Z16374, Z16375, Z16376, Z16377, Z16378, Z16379, Z16380, Z16381, Z16382, Z16383, Z17910
2015	2016	R1b1a2a1a2c1b2b2b	R1b1a1a2a1a2c1b2b2b	BY402, BY404, BY405, BY407, BY408
2015	2016	R1b1a2a1a2c1b2c	R1b1a1a2a1a2c1b2c	BY17, FGC11802, Z16385
2015	2016	R1b1a2a1a2c1b2c1	R1b1a1a2a1a2c1b2c1	BY416, FGC11794, FGC11827, Z16386
2015	2016	R1b1a2a1a2c1b2c1a1	R1b1a1a2a1a2c1b2c1a1	FGC11788
2015	2016	R1b1a2a1a2c1b3	R1b1a1a2a1a2c1b3	Z23534
2015	2016	R1b1a2a1a2c1b4	R1b1a1a2a1a2c1b4	FGC13437
2015	2016	R1b1a2a1a2c1c1	R1b1a1a2a1a2c1c1	A146, Z16250
2015	2016	R1b1a2a1a2c1c1a	R1b1a1a2a1a2c1c1a	A7661, A7662, A7663, A7664, A7666, A7667, A7668, A7669, A7670, A7671, A7672, A7673, L96, PF2542
2015	2016	R1b1a2a1a2c1c1b	R1b1a1a2a1a2c1c1b	A81, CTS11267, CTS3974, CTS4466, CTS5714, CTS8358, S1113, S1120, S1122, S1128, S1136, S1137, S7936, S7938, Z3022, Z3025
2015	2016	R1b1a2a1a2c1c1b1	R1b1a1a2a1a2c1c1b1	S1115
2015	2016	R1b1a2a1a2c1c1b1a	R1b1a1a2a1a2c1c1b1a	A541
2015	2016	R1b1a2a1a2c1c1b1a1	R1b1a1a2a1a2c1c1b1a1	S1121
2015	2016	R1b1a2a1a2c1c1b1a1a	R1b1a1a2a1a2c1c1b1a1a	L270.2^^, Z16518, Z16519, Z16520, Z16521, Z16522
2015	2016	R1b1a2a1a2c1c1b1a1a1	R1b1a1a2a1a2c1c1b1a1a1	A1133
2015	2016	R1b1a2a1a2c1c1b1a1b	R1b1a1a2a1a2c1c1b1a1b	FGC11147, Y6238, Z16252
2015	2016	R1b1a2a1a2c1c1b1a1b1	R1b1a1a2a1a2c1c1b1a1b1	FGC29280
2015	2016	R1b1a2a1a2c1c1b1a1b1a	R1b1a1a2a1a2c1c1b1a1b1a	S1126
2015	2016	R1b1a2a1a2c1c1b1a1b1a1	R1b1a1a2a1a2c1c1b1a1b1a1	A542, A543, S1129
2015	2016	R1b1a2a1a2c1c1b1a1b1a2	R1b1a1a2a1a2c1c1b1a1b1a2	A726
2015	2016	R1b1a2a1a2c1c1b1a1b1b	R1b1a1a2a1a2c1c1b1a1b1b	FGC29278, FGC29289, FGC29290, Y11580, Z21069
2015	2016	R1b1a2a1a2c1c1b1a1b2	R1b1a1a2a1a2c1c1b1a1b2	A150, FGC11144
2015	2016	R1b1a2a1a2c1c1b1a1b2a	R1b1a1a2a1a2c1c1b1a1b2a	FGC11145, FGC11150, FGC11152, Z20764
2015	2016	R1b1a2a1a2c1c1b1a1b2b	R1b1a1a2a1a2c1c1b1a1b2b	A745, A746, A747, A748
2015	2016	R1b1a2a1a2c1c1b1a1b3	R1b1a1a2a1a2c1c1b1a1b3	A159
2015	2016	R1b1a2a1a2c1c1b1a1b3a	R1b1a1a2a1a2c1c1b1a1b3a	BY149, Z17981
2015	2016	R1b1a2a1a2c1c1b1a1b3a1	R1b1a1a2a1a2c1c1b1a1b3a1	A664
2015	2016	R1b1a2a1a2c1c1b1a1b3a2	R1b1a1a2a1a2c1c1b1a1b3a2	A923
